Year,End Latitude Decimal Degrees,End Longitude Decimal Degrees,G Stat Area,Target Species Code,Avg Depth Fathoms,Substrate Type,Species,Sex,Age,Length Millimeters,Weight Kilograms,Number of Specimens
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Sablefish,Female,28,890,7.2,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Sablefish,Male,4,570,1.8,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Sablefish,Male,5,660,2.9,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Sablefish,Male,8,650,2.6,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Sablefish,Male,9,550,1.7,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Sablefish,Male,14,710,4.1,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Sablefish,Male,18,600,2.3,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Sablefish,Male,34,720,3.4,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Sablefish,Male,51,750,4,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,290,,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,320,,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,330,,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,340,,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,370,,2
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,380,,2
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,390,,2
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,410,,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,430,,2
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,470,,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,490,,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,500,,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,540,,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,550,,1
2007,57.0155,-134.711,345701,710,346,Mud/Hard,Thornyhead rockfish,,,610,,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,,,620,,2
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,,,660,,2
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,,,680,,2
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,,,710,,2
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,,,720,,2
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,,,740,,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,,,750,,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,,,860,,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Female,8,690,3.7,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Female,9,710,4.1,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Female,10,700,3.8,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Female,10,770,4.7,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Female,10,780,5,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Female,10,780,5.4,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Female,12,650,3.8,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Female,12,680,3.6,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Female,15,660,3.3,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Female,19,800,5.2,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Female,27,760,4.7,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Female,,670,3.4,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Male,4,550,1.6,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Male,10,640,2.9,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Male,10,650,2.9,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Sablefish,Male,11,640,3.2,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Shortraker rockfish,Female,,540,3,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Shortraker rockfish,Male,,510,2.7,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Shortraker rockfish,Male,,760,6.8,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,290,,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,310,,2
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,330,,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,340,,5
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,350,,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,360,,2
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,370,,2
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,380,,2
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,390,,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,400,,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,440,,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,460,,2
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,470,,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,510,,1
2007,57.046,-134.732,345701,710,346,Mud/Hard,Thornyhead rockfish,,,560,,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,,,500,,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,,,530,,2
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,,,590,,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,,,600,,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,,,610,,2
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,,,620,,2
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,,,630,,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,,,670,,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,,,710,,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,,,720,,2
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,,,730,,2
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,,,740,,2
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,,,820,,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Female,6,750,4.4,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Female,8,750,4.1,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Female,9,670,3.1,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Female,9,760,4.3,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Female,11,650,3.2,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Female,11,720,4.2,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Female,12,710,3.9,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Female,14,690,3.4,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Female,28,770,4.6,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Female,29,900,7.6,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Female,30,820,5.9,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Female,,670,3.3,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Male,4,510,1.3,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Male,6,610,2.2,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Male,7,610,2.3,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Male,10,600,2.5,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Male,10,620,2.3,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Male,14,670,3.1,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Male,23,610,2.5,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Sablefish,Male,24,630,2.9,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Thornyhead rockfish,,,310,,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Thornyhead rockfish,,,350,,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Thornyhead rockfish,,,360,,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Thornyhead rockfish,,,380,,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Thornyhead rockfish,,,400,,2
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Thornyhead rockfish,,,420,,2
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Thornyhead rockfish,,,440,,3
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Thornyhead rockfish,,,490,,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Thornyhead rockfish,,,500,,1
2007,57.100667,-134.701667,345701,710,346,Mud/Hard,Thornyhead rockfish,,,610,,1
2007,57.166667,-136.224167,365701,200,,Unknown,Yelloweye rockfish,Female,26,620,4.52,1
2007,57.166667,-135.918,355702,200,,Unknown,Yelloweye rockfish,Female,22,520,2.64,1
2007,57.166667,-135.918,355702,200,,Unknown,Yelloweye rockfish,Female,24,470,2.24,1
2007,57.166667,-135.918,355702,200,,Unknown,Yelloweye rockfish,Female,24,570,3.34,1
2007,57.166667,-135.918,355702,200,,Unknown,Yelloweye rockfish,Female,35,510,2.43,1
2007,57.166667,-135.918,355702,200,,Unknown,Yelloweye rockfish,Female,36,660,4.76,1
2007,57.166667,-135.918,355702,200,,Unknown,Yelloweye rockfish,Female,52,640,5.34,1
2007,57.166667,-135.918,355702,200,,Unknown,Yelloweye rockfish,Indiscernible,15,410,1.4,1
2007,57.166667,-135.918,355702,200,,Unknown,Yelloweye rockfish,Indiscernible,20,500,2.11,1
2007,57.166667,-135.918,355702,200,,Unknown,Yelloweye rockfish,Male,19,480,2.05,1
2007,57.166667,-135.918,355702,200,,Unknown,Yelloweye rockfish,Male,19,540,2.97,1
2007,57.166667,-135.918,355702,200,,Unknown,Yelloweye rockfish,Male,20,530,2.6,1
2007,57.166667,-135.918,355702,200,,Unknown,Yelloweye rockfish,Male,26,610,4.08,1
2007,57.166667,-135.918,355702,200,,Unknown,Yelloweye rockfish,Male,34,650,4.8,1
2007,57.166667,-135.918,355702,200,,Unknown,Yelloweye rockfish,Male,50,730,7.84,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,,,560,,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,,,610,,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,,,620,,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,,,630,,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,,,640,,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,,,680,,2
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,,,690,,2
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,,,700,,2
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,,,710,,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,,,760,,2
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,Female,5,740,5.9,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,Female,6,580,2,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,Female,6,600,2.4,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,Female,6,630,2.8,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,Female,6,680,3.6,2
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,Female,7,650,3.1,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,Female,7,690,3.3,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,Female,9,660,3,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,Female,9,710,3.8,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,Female,10,640,2.9,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,Female,11,720,4,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,Female,22,670,3.2,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Sablefish,Male,7,580,2.3,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Thornyhead rockfish,,,300,,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Thornyhead rockfish,,,350,,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Thornyhead rockfish,,,360,,2
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Thornyhead rockfish,,,370,,2
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Thornyhead rockfish,,,380,,3
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Thornyhead rockfish,,,390,,4
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Thornyhead rockfish,,,400,,2
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Thornyhead rockfish,,,410,,2
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Thornyhead rockfish,,,420,,2
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Thornyhead rockfish,,,430,,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Thornyhead rockfish,,,450,,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Thornyhead rockfish,,,500,,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Thornyhead rockfish,,,530,,1
2007,57.1675,-134.7895,345701,710,319,Mud/Hard,Thornyhead rockfish,,,550,,2
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,,,650,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,,,680,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,,,720,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,,,730,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,,,740,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,,,760,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,,,770,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,,,810,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,,,820,,2
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,,,930,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,Female,10,770,4.6,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,Female,12,760,4.6,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,Female,24,820,6.6,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,Female,29,920,8.7,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,Female,34,800,5.5,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,Male,9,660,3.5,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,Male,9,720,3.8,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,Male,27,700,3.7,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,Male,32,670,3.3,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,Male,41,710,4,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Sablefish,Male,42,690,3.9,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Thornyhead rockfish,,,300,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Thornyhead rockfish,,,330,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Thornyhead rockfish,,,340,,2
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Thornyhead rockfish,,,350,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Thornyhead rockfish,,,370,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Thornyhead rockfish,,,380,,3
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Thornyhead rockfish,,,400,,3
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Thornyhead rockfish,,,410,,2
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Thornyhead rockfish,,,420,,2
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Thornyhead rockfish,,,430,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Thornyhead rockfish,,,440,,3
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Thornyhead rockfish,,,450,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Thornyhead rockfish,,,530,,1
2007,57.212833,-134.682833,345701,710,420,Mud/Hard,Thornyhead rockfish,,,570,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Redbanded rockfish,Female,,430,1.4,1
2007,57.2585,-134.673833,345701,710,224,Hard,Redbanded rockfish,Female,,460,1.8,1
2007,57.2585,-134.673833,345701,710,224,Hard,Redbanded rockfish,Female,,500,2,1
2007,57.2585,-134.673833,345701,710,224,Hard,Redbanded rockfish,Female,,570,2.6,1
2007,57.2585,-134.673833,345701,710,224,Hard,Redbanded rockfish,Male,,430,1.6,1
2007,57.2585,-134.673833,345701,710,224,Hard,Redbanded rockfish,Male,,440,1.4,2
2007,57.2585,-134.673833,345701,710,224,Hard,Redbanded rockfish,Male,,440,1.6,2
2007,57.2585,-134.673833,345701,710,224,Hard,Redbanded rockfish,Male,,470,1.9,1
2007,57.2585,-134.673833,345701,710,224,Hard,Redbanded rockfish,Male,,480,1.8,1
2007,57.2585,-134.673833,345701,710,224,Hard,Redbanded rockfish,Male,,480,2.2,1
2007,57.2585,-134.673833,345701,710,224,Hard,Redbanded rockfish,Male,,490,2,1
2007,57.2585,-134.673833,345701,710,224,Hard,Redbanded rockfish,Male,,500,2.6,1
2007,57.2585,-134.673833,345701,710,224,Hard,Rougheye rockfish,Female,,350,0.5,1
2007,57.2585,-134.673833,345701,710,224,Hard,Rougheye rockfish,Female,,370,1,1
2007,57.2585,-134.673833,345701,710,224,Hard,Rougheye rockfish,Female,,400,1.2,1
2007,57.2585,-134.673833,345701,710,224,Hard,Rougheye rockfish,Female,,410,1.2,1
2007,57.2585,-134.673833,345701,710,224,Hard,Rougheye rockfish,Female,,490,1.8,1
2007,57.2585,-134.673833,345701,710,224,Hard,Rougheye rockfish,Female,,500,2,1
2007,57.2585,-134.673833,345701,710,224,Hard,Rougheye rockfish,Female,,530,2.5,1
2007,57.2585,-134.673833,345701,710,224,Hard,Rougheye rockfish,Male,,310,0.5,1
2007,57.2585,-134.673833,345701,710,224,Hard,Rougheye rockfish,Male,,450,1.8,1
2007,57.2585,-134.673833,345701,710,224,Hard,Rougheye rockfish,Male,,460,1.7,1
2007,57.2585,-134.673833,345701,710,224,Hard,Rougheye rockfish,Male,,500,1.8,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,,,490,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,,,580,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,,,590,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,,,610,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,,,640,,2
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,,,650,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,,,660,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,,,680,,2
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,,,700,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,,,740,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,,,840,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,Female,4,580,1.8,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,Female,5,590,2,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,Female,9,690,3.3,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,Female,9,720,3.7,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,Male,6,620,2.6,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,Male,7,600,2.4,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,Male,7,630,3.2,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,Male,9,640,2.6,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,Male,11,610,2.6,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,Male,12,600,2.6,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,Male,18,710,4,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,Male,21,620,2.7,1
2007,57.2585,-134.673833,345701,710,224,Hard,Sablefish,Male,21,650,3,1
2007,57.2585,-134.673833,345701,710,224,Hard,Shortraker rockfish,Male,,500,1.5,1
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,300,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,330,,4
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,340,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,350,,4
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,360,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,370,,3
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,380,,3
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,390,,2
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,400,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,410,,6
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,420,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,430,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,440,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,460,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,470,,1
2007,57.2585,-134.673833,345701,710,224,Hard,Thornyhead rockfish,,,480,,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Rougheye rockfish,Male,,530,2.2,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,,,590,,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,,,630,,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,,,640,,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,,,660,,2
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,,,670,,2
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,,,690,,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,,,700,,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,,,720,,2
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,,,730,,3
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Female,3,590,2,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Female,4,570,1.8,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Female,5,650,2.5,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Female,9,740,4.3,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Female,11,710,3.8,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Female,39,810,5.2,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Male,5,590,2.2,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Male,6,590,2.1,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Male,6,640,2.8,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Male,6,660,3.7,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Male,9,590,2.4,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Male,9,660,3.2,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Male,10,630,2.9,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Male,10,680,3.3,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Male,11,640,2.8,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Sablefish,Male,12,710,3.8,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Shortraker rockfish,Female,,610,4.5,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Thornyhead rockfish,,,340,,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Thornyhead rockfish,,,350,,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Thornyhead rockfish,,,360,,2
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Thornyhead rockfish,,,380,,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Thornyhead rockfish,,,390,,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Thornyhead rockfish,,,410,,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Thornyhead rockfish,,,420,,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Thornyhead rockfish,,,440,,1
2007,57.280667,-134.665333,345701,710,277,Mud/Hard,Thornyhead rockfish,,,470,,1
2007,57.3225,-135.914,355703,200,,Unknown,Yelloweye rockfish,Female,16,490,2.34,1
2007,57.3225,-135.914,355703,200,,Unknown,Yelloweye rockfish,Female,22,510,2.62,1
2007,57.3225,-135.914,355703,200,,Unknown,Yelloweye rockfish,Female,35,680,5.65,1
2007,57.3225,-135.914,355703,200,,Unknown,Yelloweye rockfish,Female,94,700,6.75,1
2007,57.3225,-135.914,355703,200,,Unknown,Yelloweye rockfish,Male,18,540,3.12,1
2007,57.3225,-135.914,355703,200,,Unknown,Yelloweye rockfish,Male,19,530,2.58,1
2007,57.3225,-135.914,355703,200,,Unknown,Yelloweye rockfish,Male,21,590,3.37,1
2007,57.3225,-135.914,355703,200,,Unknown,Yelloweye rockfish,Male,22,540,3.18,1
2007,57.3225,-135.914,355703,200,,Unknown,Yelloweye rockfish,Male,27,550,3.11,1
